X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-77.0000620499959,38.8278194627014,1215,Ward 8,"4216 4th St SE, Washington, District of Columbia 20032",Atlantic Gardens,Completed 2015 to Date,DCHFA DHCD,172,38.827812,-77.00006,108,64,0,0,0,,147359,399994.81,128891.87,4216 4TH STREET SE,2020/08/31 04:00:41+00
-76.9913166034896,38.9340356169119,1216,Ward 5,"3614 12th Street Northeast, Washington, District of Columbia 20017",3614 12th St NE,Completed 2015 to Date,DHCD,1,38.934001,-76.991336,0,0,0,1,0,,32748,400753.07,140682.71,3614 12TH STREET NE,2020/08/31 04:00:41+00
-77.0305914844175,38.9227114575362,1217,Ward 1,"1315 Clifton St NW, Washington, District of Columbia 20009",Clifton Street,Completed 2015 to Date,DHCD OP,17,38.92270367,-77.03058919,0,13,0,4,0,15-03,232073,397347.42,139426.04,1315 CLIFTON STREET NW,2020/08/31 04:00:41+00
-76.9912244185932,38.8789827940885,1218,Ward 6,"900 11th St SE, Washington, District of Columbia 20003",Kipling House,Completed 2015 to Date,DHCD,5,38.878877,-76.991104,0,3,0,2,0,,156006,400761.65,134571.4,900 11TH STREET SE,2020/08/31 04:00:41+00
-76.9952899549871,38.8939750480553,1219,Ward 6,"300 8th St NE, Washington, District of Columbia 20002",300 8th St NE,Completed 2015 to Date,DHCD,5,38.89396726,-76.99528767,0,0,0,5,0,,42709,400408.8,136235.63,300 8TH STREET NE,2020/08/31 04:00:41+00
-77.0078641266573,38.8755908371958,1220,Ward 6,"1201 Half St SE, Washington, District of Columbia 20003",West Half St,Completed 2015 to Date,DHCD OP,14,38.87558305,-77.00786184,0,3,3,8,0,08-30B,309535,399317.8,134194.86,1201 HALF STREET SE,2020/08/31 04:00:41+00
-76.987140622725,38.8782493127783,1221,Ward 6,"1331 K Street SE, Washington, District of Columbia 20003",1329 & 1331 K ST Condos,Completed 2015 to Date,DHCD,1,38.87824153,-76.98713834,0,1,0,0,0,,67040,401116.01,134490.02,1331 K STREET SE,2020/08/31 04:00:41+00
-76.9802509208098,38.8554056295113,1222,Ward 8,"1710 Gainesville St SE, Washington, District of Columbia 20020",Gainesville Court 3,Completed 2015 to Date,DHCD,2,38.85539785,-76.98024865,0,0,0,2,0,,313029,401714.38,131954.31,1710 GAINESVILLE STREET SE,2020/08/31 04:00:41+00
-77.0264277246371,38.9259619548057,1223,Ward 1,"1009 Girard St NW, Washington, District of Columbia 20001",Girard Street Green,Completed 2015 to Date,DHCD,2,38.925954,-77.026425,0,2,0,0,0,,315737,397708.59,139786.76,1009 GIRARD STREET NW,2020/08/31 04:00:41+00
-76.9719522724975,38.8621707815735,1225,Ward 8,"2327 Good Hope Road Southeast, Washington, District of Columbia 20020",Woodmont Crossing,Completed 2015 to Date,DHCD,176,38.862163,-76.97195,0,0,176,0,0,,,402434.455951433,132705.479124388,,2020/08/31 04:00:41+00
-76.9806391502403,38.9047859147815,1226,Ward 5,"1122 Bladensburg Road Northeast, Washington, District of Columbia 20002",1122-1124 Bladensburg Rd NE,Under Construction,DHCD,4,38.90477812,-76.98063687,0,2,0,2,0,,73518,401679.52,137435.89,1122 BLADENSBURG ROAD NE,2020/08/31 04:00:41+00
-76.9913552681143,38.8824334679973,1227,Ward 6,"1101 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",Penn 11,Completed 2015 to Date,DHCD,3,38.882384,-76.991329,0,2,0,1,0,,74406,400750.26,134954.45,1101 PENNSYLVANIA AVENUE SE,2020/08/31 04:00:41+00
-76.9766411246024,38.8727669535382,1228,Ward 8,"1928 Naylor Road Southeast, Washington, District of Columbia 20020",MEDES,Under Construction,DHCD,3,38.87275917,-76.97663885,0,0,3,0,0,,,402027.210254268,133881.6176408,,2020/08/31 04:00:41+00
-76.9866258025006,38.8826220182494,1229,Ward 6,"1339 E Street Southeast, Washington, District of Columbia 20003",Lockwood Apartments,Completed 2015 to Date,DHCD OP,13,38.882642,-76.986649,0,8,0,5,0,15-33,289426,401160.61,134975.43,1339 E STREET SE,2020/08/31 04:00:41+00
-77.0179625016136,38.9132020944943,1230,Ward 6,"1720 New Jersey Avenue Northwest, Washington, District of Columbia 20001",The Hoxton,Completed 2015 to Date,DHCD,1,38.913194,-77.01796,0,1,0,0,0,,218457,398442.35,138370.13,1720 NEW JERSEY AVENUE NW,2020/08/31 04:00:41+00
-76.9346423033254,38.9030909819254,1231,Ward 7,"4726 Sheriff Road Northeast, Washington, District of Columbia 20019",Sheriff Road Apartments,Under Construction,DHCD,2,38.90308352,-76.93464004,0,1,0,1,0,,311494,405669.33,137249.59,4726 SHERIFF ROAD NE,2020/08/31 04:00:41+00
-76.9271701766029,38.8988311030317,1232,Ward 7,"5110 Nannie Helen Burroughs Avenue Northeast, Washington, District of Columbia 20019",Deanwood Town Center,Pipeline,DMPED DHCD OP,183,38.8987,-76.926988,61,0,104,18,0,17-19,288501,406317.84,136777.2,5110 NANNIE HELEN BURROUGHS AVENUE NE,2020/08/31 04:00:41+00
-77.030396933205,38.9738194411096,1233,Ward 4,"1322 Main Drive Northwest, Washington, District of Columbia 20307",Walter Reed - TPWR,Completed 2015 to Date,DMPED,80,38.973812,-77.030395,16,64,0,0,0,,316864,397366.18,145099.48,1322 MAIN DRIVE NW,2020/08/31 04:00:41+00
-76.99665989741,38.8289077281008,1234,Ward 8,"4201 7th Street Southeast, Washington, District of Columbia 20032",Belmont Crossing,Completed 2015 to Date,DHCD,275,38.8289,-76.996658,0,0,275,0,0,,149585,400290.22,129012.68,4201 7TH STREET SE,2020/08/31 04:00:41+00
-76.9975104413067,38.9271029375451,1236,Ward 5,"617 Hamlin Street Northeast, Washington, District of Columbia 20017",Brookland Place Apartments,Under Construction,DHCD,80,38.92709548,-76.99750816,15,0,65,0,0,,4114,400216.07,139913.09,617 HAMLIN STREET NE,2020/08/31 04:00:41+00
-77.0148993922007,38.9006904688573,1237,Ward 6,"811 3rd Street Northwest, Washington, District of Columbia 20001",Liberty Place Apartments,Under Construction,DMPED DHCD,79,38.900683,-77.014897,22,49,4,4,0,,311690,398707.78,136981.19,811 3RD STREET NW,2020/08/31 04:00:41+00
-77.0324986423287,38.9576678965031,1238,Ward 4,"5610 Colorado Avenue Northwest, Washington, District of Columbia 20011",5610 Colorado,Pipeline,DHCD,34,38.95766,-77.032496,2,32,0,0,0,,257901,397183.42,143306.57,5610 COLORADO AVENUE NW,2020/08/31 04:00:41+00
-76.9347247993201,38.8832390050796,1239,Ward 7,"4701 Benning Road Southeast, Washington, District of Columbia 20019",BEN-E Cooperative,Completed 2015 to Date,DHCD,29,38.883232,-76.934723,3,25,1,0,0,,18411,405663.75,135045.86,4701 BENNING ROAD SE,2020/08/31 04:00:41+00
-77.016123559865,38.9495445809769,1240,Ward 4,"301 Delafield Place Northwest, Washington, District of Columbia 20011",301 Delafield Place,Completed 2015 to Date,DHCD,23,38.949519,-77.016119,7,9,0,7,0,,243897,398602.55,142404.43,301 DELAFIELD PLACE NW,2020/08/31 04:00:41+00
-76.9696429092346,38.8717944395601,1241,Ward 7,"2530 Park Place Southeast, Washington, District of Columbia 20020",2530-2532 Park Place SE,Under Construction,DHCD,21,38.871787,-76.969641,0,21,0,0,0,,46174,402634.53,133773.84,2530 PARK PLACE SE,2020/08/31 04:00:41+00
-76.9887231314202,38.8655035746462,1242,Ward 8,"1221 v Street Southeast, Washington, District of Columbia 20020",1221 V Street SE,Under Construction,DHCD,20,38.86549579,-76.98872085,0,2,18,0,0,,318770,400978.87,133075.13,1221 V STREET SE,2020/08/31 04:00:41+00
-77.0202698993812,38.9556144297715,1243,Ward 4,"505 Jefferson Street Northwest, Washington, District of Columbia 20011",505 Jefferson St NW,Completed 2015 to Date,DHCD,14,38.95560697,-77.02026761,7,5,0,2,0,,246749,398243.28,143078.31,505 JEFFERSON STREET NW,2020/08/31 04:00:41+00
-77.0200638320633,38.9555678925814,1244,Ward 4,"5400 5th Street Northwest, Washington, District of Columbia 20011",5400 5th St Acquisition,Under Construction,DHCD,20,38.95556043,-77.02006154,5,8,4,3,0,,285180,398261.14,143073.14,5400 5TH STREET NW,2020/08/31 04:00:41+00
-76.9334609029136,38.9041384373797,1245,Ward 7,"1035 48th Street Northeast, Washington, District of Columbia 20019",1035 48th St NE,Completed 2015 to Date,DHCD,12,38.904131,-76.933459,0,12,0,0,0,,74984,405771.72,137365.94,1035 48TH STREET NE,2020/08/31 04:00:41+00
-77.0132972876907,38.9002147877109,1247,Ward 6,"888 New Jersey Avenue Southeast, Washington, District of Columbia 20003",Capitol Vista,Under Construction,DMPED DHCD OP,192,38.900207,-77.013295,21,83,88,0,0,17-06,,398846.743669156,136928.364121215,,2020/08/31 04:00:41+00
-76.9796428371944,38.9277425834365,1248,Ward 5,"1736 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1736 Rhode Island Ave NE,Under Construction,DHCD,61,38.927794,-76.979627,13,48,0,0,0,,56748,401765.37,139984.29,1736 RHODE ISLAND AVENUE NE,2020/08/31 04:00:41+00
-77.0246887465752,38.9565788157675,1249,Ward 4,"809 Kennedy Street Northwest, Washington, District of Columbia 20011",809-813 Kennedy St NW,Under Construction,DCHFA DHCD,38,38.95657102,-77.02468645,3,35,0,0,0,,254492,397860.3,143185.46,809 KENNEDY STREET NW,2020/08/31 04:00:41+00
-77.0267675909475,38.9576209747582,1250,Ward 4,"931 Longfellow Street Northwest, Washington, District of Columbia 20011",Brightwood Gardens,Under Construction,DHCD,52,38.957614,-77.026765,8,36,2,6,0,,254436,397680.15,143301.2,931 LONGFELLOW STREET NW,2020/08/31 04:00:41+00
-76.9324572618427,38.8892327885043,1251,Ward 7,"5 49th Street Southeast, Washington, District of Columbia 20019",Crawford Landing Townhomes,Pipeline,DHCD,28,38.889225,-76.932455,0,0,0,28,0,,,405859.99881821,135711.359185333,,2020/08/31 04:00:41+00
-77.0286864700905,38.936308636307,1252,Ward 4,"1125 Spring Road Northwest, Washington, District of Columbia 20010",1125 Spring Road,Under Construction,DMPED DHCD,149,38.93630084,-77.02868418,39,93,14,0,3,,283920,397513.09,140935.39,1125 SPRING ROAD NW,2020/08/31 04:00:41+00
-76.986201563153,38.9135650664539,1253,Ward 5,"1900 Gallaudet Street Northeast, Washington, District of Columbia 20002",Crummell School,Pipeline,DMPED DHCD,113,38.913558,-76.986199,28,85,0,0,0,,54496,401196.9,138410.36,1900 GALLAUDET STREET NE,2020/08/31 04:00:41+00
-77.0170877711274,38.8783901118329,1254,Ward 6,"1000 4th Street Southwest, Washington, District of Columbia 20024",Waterfront Station II,Pipeline,DMPED DHCD,133,38.878383,-77.017085,33,100,0,0,0,,307103,398517.49,134505.71,1000 4TH STREET SW,2020/08/31 04:00:41+00
-77.0195426583838,38.8797031233407,1263,Ward 6,"501 I Street Southwest, Washington, District of Columbia 20024",501 I St SW,Pipeline,OP,1,38.87969534,-77.01954037,0,0,1,0,0,17-21,,398304.510335875,134651.50697342,,2020/08/31 04:00:41+00
-76.9971703132989,38.9105448703951,1265,Ward 5,"500 Penn Street Northeast, Washington, District of Columbia 20002","500 Penn Street NE, mised use development in FAM",Pipeline,DHCD OP,37,38.91053708,-76.99716803,0,12,25,0,0,17-14,,400245.619735824,138075.00674785,,2020/08/31 04:00:41+00
-76.9981648516097,38.8398460140459,1427,Ward 8,"3300 6th Street Southeast, Washington, District of Columbia 20032",Randle Hill Apts,Under Construction,DCHA DCHFA DHCD,195,38.839851,-76.998168,20,127,28,20,0,,297993,400159.52,130226.9,3300 6TH STREET SE,2020/08/31 04:00:41+00
-76.9865102766722,38.8562797798428,1428,Ward 8,"2395 Pomeroy Road Southeast, Washington, District of Columbia 20020",Stanton Square Apartments,Under Construction,DCHFA DHCD OP,121,38.856272,-76.986508,13,108,0,0,0,13-09,,401171.065637018,132051.248037129,,2020/08/31 04:00:41+00
-76.9992990876435,38.9093164639267,1439,Ward 5,"1300 4th Street NE, Washington, District of Columbia 20002",1300 4th Street NE,Under Construction,DHCD OP,9,38.90930867,-76.9992968,0,0,0,9,0,14-07B,314063,400060.99,137938.64,1300 4TH STREET NE,2020/08/31 04:00:41+00
-77.0117942135094,38.8712339529146,1442,Ward 6,"1530 1st Street Southwest, Washington, District of Columbia 20024",1530 1st Street SW,Pipeline,DHCD OP,101,38.87122617,-77.01179193,21,0,0,80,0,18-13,61232,398976.71,133711.25,1530 1ST STREET SW,2020/08/31 04:00:41+00
-77.0099317122265,38.8666248835794,1445,Ward 6,"1900 Half Street Southwest, Washington, District of Columbia 20536",1900 Half Street SW,Completed 2015 to Date,OP,11,38.86661744,-77.00992943,0,0,0,11,0,16-06,277760,399138.28,133199.59,1900 HALF STREET SW,2020/08/31 04:00:41+00
-77.0004460584913,38.90871083408,1458,Ward 5,"350 Morse Street Northeast, Washington, District of Columbia 20002",350 Morse Street,Under Construction,OP,21,38.90870338,-77.00044377,0,0,1,20,0,15-27A,287962,399961.51,137871.41,350 MORSE STREET NE,2020/08/31 04:00:41+00
-77.0134357845248,38.9246962499727,1485,Ward 1,"2500 1st Street Northwest, Washington, District of Columbia 20001",McMillan Reservoir Parcel 2,Pipeline,DMPED DHCD OP,134,38.92468879,-77.0134335,0,11,85,38,0,13-14,284402,398835.13,139646.01,2500 1ST STREET NW,2020/08/31 04:00:41+00
-77.0093780058835,38.9101895385721,1572,Ward 5,"1518 North Capitol Street Northwest, Washington, District of Columbia 20001",Truxton circle,Pipeline,DMPED DHCD,16,38.91018208,-77.00937572,2,3,11,0,0,,242909,399186.83,138035.6,1518 NORTH CAPITOL STREET NW,2020/08/31 04:00:41+00
-77.0010445939855,38.9581553419466,1573,Ward 4,"5581 South Dakota Avenue Northeast, Washington, District of Columbia 20011",Fort Totten Triangle,Under Construction,DMPED,35,38.95814788,-77.00104231,8,24,0,3,0,,288682,399909.66,143360.18,5581 SOUTH DAKOTA AVENUE NE,2020/08/31 04:00:41+00
-77.0351908230628,38.9268539902138,1574,Ward 1,"1474 Columbia Road Northwest, Washington, District of Columbia 20009",Maycroft Rehab II,Completed 2015 to Date,DHCD,64,38.926847,-77.035189,41,7,16,0,0,,234344,396948.76,139886.04,1474 COLUMBIA ROAD NW,2020/08/31 04:00:41+00
-77.000883103021,38.9238489759298,1577,Ward 5,"2612 4th Street Northeast, Washington, District of Columbia 20002",2612 4th St NE,Completed 2015 to Date,DHCD,1,38.92384118,-77.00088082,0,0,0,1,0,,319485,399923.62,139551.87,2612 4TH STREET NE,2020/08/31 04:00:41+00
-77.0258790070991,38.9310285333251,1578,Ward 1,"785 Lamont Street Northwest, Washington, District of Columbia 20010",785 Lamont St NW,Completed 2015 to Date,DHCD,2,38.93102074,-77.02587671,0,1,0,1,0,,313481,397756.33,140349.18,785 LAMONT STREET NW,2020/08/31 04:00:41+00
-77.0268351136687,38.9564703336958,1579,Ward 4,"927 Kennedy St NW, Washington, District of Columbia 20011",927 Kennedy St NW,Under Construction,DHCD,2,38.95646254,-77.02683282,0,1,0,1,0,,254531,397674.26,143173.47,927 KENNEDY STREET NW,2020/08/31 04:00:41+00
-77.0227572311079,38.9275214362521,1580,Ward 1,"2905 Georgia Avenue Northwest, Washington, District of Columbia 20001",2905-2909 Georgia Ave NW,Under Construction,DHCD,2,38.92751398,-77.02275494,0,1,0,1,0,,237945,398026.91,139959.79,2905 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0084603753143,38.9493095501519,1581,Ward 5,"4811 North Capitol Street NE, Washington, District of Columbia 20011",HanTiv,Under Construction,DCHA DHCD,90,38.94930209,-77.00845809,8,29,53,0,0,,288280,399266.82,142378.25,4811 NORTH CAPITOL STREET NE,2020/08/31 04:00:41+00
-76.9364814866329,38.9122720454509,1582,Ward 7,"4500 Quarles Street Northeast, Washington, District of Columbia 20019",Kenilworth 166 Phase 1,Pipeline,DCHA DCHFA DHCD,166,38.91226425,-76.93647922,17,149,0,0,0,,20614,405509.09,138268.65,4500 QUARLES STREET NE,2020/08/31 04:00:41+00
-77.0246098632604,38.9192495293205,1583,Ward 1,"945 Florida Avenue NW, Washington, District of Columbia 20001",Atlantic Plumbing,Completed 2015 to Date,DHCD,22,38.91924174,-77.02460757,0,0,0,22,0,,304678,397866.02,139041.58,945 FLORIDA AVENUE NW,2020/08/31 04:00:41+00
-77.0232348334891,38.9074581656261,1584,Ward 6,"801 N Street Northwest, Washington, District of Columbia 20007",801 N St NW,Completed 2015 to Date,DHCD,2,38.90745038,-77.02323254,0,1,1,0,0,,279945,397984.93,137732.61,801 N STREET NW,2020/08/31 04:00:41+00
-77.0118232896807,38.8645019645914,1585,Ward 6,"88 v Street Southwest, Washington, District of Columbia 20024",88 V St SW,Under Construction,DHCD,8,,-77.011821,0,0,0,8,0,,314966,398974.09,132963.95,88 V STREET SW,2020/08/31 04:00:41+00
-76.9698246231119,38.8701920713176,1586,Ward 7,"1614 26th Pl SE, Washington, District of Columbia 20020",26th Place Flats,Completed 2015 to Date,DHCD,2,38.87018429,-76.96982235,0,1,0,1,0,,313248,402618.82,133595.96,1614 26TH PLACE SE,2020/08/31 04:00:41+00
-76.9189486579513,38.8944439900578,1587,Ward 7,"5701 Dix Street Northeast, Washington, District of Columbia 20019",Turner Flats at Beulah Crossing,Under Construction,DHCD,4,38.8944362,-76.9189464,0,2,0,2,0,,,407031.449970024,136290.796946769,,2020/08/31 04:00:41+00
-76.9908049901229,38.9267125423782,1588,Ward 5,"2900 12th Street Northeast, Washington, District of Columbia 20017",Aramko condominium,Under Construction,DHCD,2,38.92670475,-76.99080271,0,1,0,1,0,,43833,400797.51,139869.79,2900 12TH STREET NE,2020/08/31 04:00:41+00
-77.0404822069899,38.9206010419668,1589,Ward 1,"1731 Kalorama Road Northwest, Washington, District of Columbia 20009",1731 Kalorama Rd NW,Under Construction,DHCD,4,38.92059325,-77.04047991,0,0,0,4,0,,284081,396489.63,139192.1,1731 KALORAMA ROAD NW,2020/08/31 04:00:41+00
-77.0317020874189,38.9127847906641,1590,Ward 2,"1701 14th Street Northwest, Washington, District of Columbia 20009",The Liz,Completed 2015 to Date,DHCD,12,38.91277734,-77.03169979,0,1,11,0,0,,238070,397250.73,138324.13,1701 14TH STREET NW,2020/08/31 04:00:41+00
-76.9929168958064,38.9004401416497,1591,Ward 6,"920 H Street Northeast, Washington, District of Columbia 20002",Ashton Park,Under Construction,DHCD,2,38.900433,-76.992915,0,1,1,0,0,,82520,400614.61,136953.32,920 H STREET NE,2020/08/31 04:00:41+00
-77.0514565853382,38.9240330403613,1592,Ward 3,"2607 Connecticut Avenue Northwest, Washington, District of Columbia 20009",2607 Connecticut Ave NW,Under Construction,DHCD,2,38.92402558,-77.05145428,0,0,0,2,0,,219104,395538.16,139573.56,2607 CONNECTICUT AVENUE NW,2020/08/31 04:00:41+00
-77.0340179453698,38.9202859809845,1593,Ward 1,"1460 Belmont St NW, Washington, District of Columbia 20009",1460 Belmont St NW,Under Construction,DHCD,2,38.92027819,-77.03401565,0,0,0,2,0,,,397050.189904241,139156.896831419,,2020/08/31 04:00:41+00
-77.0394569346501,38.9208016477766,1594,Ward 1,"1724 Kalorama Road Northwest, Washington, District of Columbia 20009",1724 Kalorama Rd Apartments,Under Construction,DHCD,5,38.92079419,-77.03945464,0,0,0,5,0,,277127,396578.55,139214.33,1724 KALORAMA ROAD NW,2020/08/31 04:00:41+00
-77.0163823256248,38.9736737886221,1595,Ward 4,"218 Vine Street Northwest, Washington, District of Columbia 20012",218 Vine St NW,Pipeline,DCHFA DHCD,121,38.97366632,-77.01638003,24,84,13,0,0,,300685,398580.6,145083,218 VINE STREET NW,2020/08/31 04:00:41+00
-81.5291921332794,37.5772691877348,1596,Ward 5,,The Barnett Aden,Pipeline,DHCD,48,,,6,8,24,10,0,,,0,0,,2020/08/31 04:00:41+00
-76.983184633728,38.8656464125473,1597,Ward 8,"1928 15th Street Southeast, Washington, District of Columbia 20020",Homes Within Reach,Under Construction,DHCD,2,38.86563863,-76.98318236,0,2,0,0,0,,319482,401459.53,133091.06,1928 15TH STREET SE,2020/08/31 04:00:41+00
-77.007034911576,38.8318456441448,1599,Ward 8,"17 Mississippi Avenue Southeast, Washington, District of Columbia 20032",17 Mississippi Ave SE,Pipeline,DHCD,41,38.83183787,-77.00703263,9,32,0,0,0,,,399389.379591787,129338.826589137,,2020/08/31 04:00:41+00
-76.9932522163055,38.8618181302611,1600,Ward 8,"2442 Martin Luther King Junior Avenue Southeast, Washington, District of Columbia 20032",2442 MLK,Pipeline,DCHFA DHCD,112,38.86139567,-76.9932509,6,106,0,0,0,,331211,400585.84,132665.98,2442 MARTIN LUTHER KING JR AVENUE SE,2020/08/31 04:00:41+00
-77.0352329947853,38.9337801073348,1601,Ward 1,"1500 Meridian Place Northwest, Washington, District of Columbia 20010",Urban Village Phase 1,Pipeline,DCHFA DHCD,115,38.93377265,-77.0352307,14,55,46,0,0,,234586,396945.4,140654.9,1500 MERIDIAN PLACE NW,2020/08/31 04:00:41+00
-76.9881568220424,38.8431135133498,1603,Ward 8,"1301 Savannah Street Southeast, Washington, District of Columbia 20032",Savannah Apartments II,Pipeline,DCHFA DHCD,65,38.84310607,-76.98815455,7,51,7,0,0,,155736,401028.34,130589.68,1301 SAVANNAH STREET SE,2020/08/31 04:00:41+00
-77.037319420133,38.9258222378069,1606,Ward 1,"1630 Columbia Road Northwest, Washington, District of Columbia 20009",1630 Columbia RD NW,Under Construction,DHCD,15,38.92581445,-77.03731712,0,1,14,0,0,,300437,396764.14,139771.58,1630 COLUMBIA ROAD NW,2020/08/31 04:00:41+00
-77.0087263512786,38.913114687589,1607,Ward 5,"1715 North Capitol Street Northeast, Washington, District of Columbia 20002",1715 North Capitol Street NE,Under Construction,DHCD,1,38.91310723,-77.00872406,0,0,1,0,0,,57422,399243.38,138360.31,1715 NORTH CAPITOL STREET NE,2020/08/31 04:00:41+00
-77.0284172442029,38.9570907193501,1608,Ward 4,"1202 Longfellow Street Northwest, Washington, District of Columbia 20011",1202 Longfellow,Under Construction,DHCD,1,38.95708325,-77.02841495,0,1,0,0,0,,253102,397537.15,143242.38,1202 LONGFELLOW STREET NW,2020/08/31 04:00:41+00
-77.0009615290888,38.8220250023866,1609,Ward 8,"306 Southern Avenue Southeast, Washington, Maryland 20032",Southern Avenue Apartments,Pipeline,DHCD,152,38.82201723,-77.00095925,0,0,152,0,0,,,399916.699984548,128248.647123865,,2020/08/31 04:00:41+00
-76.9811029545539,38.8856589730993,1610,Ward 6,"261 17th Street Southeast, Washington, District of Columbia 20003",Eastern Branch Boys and Girls Club,Pipeline,DMPED DHCD,11,38.88565119,-76.98110068,0,6,0,5,0,,45845,401639.73,135312.64,261 17TH STREET SE,2020/08/31 04:00:41+00
-77.0356319314203,38.937678148731,1611,Ward 4,"1445 Spring Road Northwest, Washington, District of Columbia 20010",1445 Spring Rd NW Renovation,Pipeline,DCHFA DHCD,11,38.93767069,-77.03562963,6,4,0,1,0,,259017,396910.98,141087.63,1445 SPRING ROAD NW,2020/08/31 04:00:41+00
-77.0186944998549,38.908131249106,1612,Ward 5,"Washington, District of Columbia",1329 5th St NE,Pipeline,OP,27,38.90812346,-77.01869221,0,0,8,19,0,14-12E,,398378.750121908,137807.237302613,,2020/08/31 04:00:41+00
-77.0950423270453,38.9457494316876,1613,Ward 3,"4330 48th Street Northwest, Washington, District of Columbia 20016","48th Street and Yuma Street NW, Spring Valley",Pipeline,OP,30,38.94574197,-77.09504001,0,0,30,0,0,19-10,269574,391761.15,141987.3,4330 48TH STREET NW,2020/08/31 04:00:41+00
-81.5291921332794,37.5772691877348,1614,Ward 4,,Abrams Hall Assisted Living,Pipeline,DHCD,54,,,54,0,0,0,0,,,0,0,,2020/08/31 04:00:41+00
-77.0195625210443,38.9058947185263,1615,Ward 6,"1200 5th Street Northwest, Washington, District of Columbia 20001",1200 5th St NW,Pipeline,OP,41,38.90588726,-77.01956023,0,0,41,0,0,19-16,296060,398303.41,137558.98,1200 5TH STREET NW,2020/08/31 04:00:41+00
-76.9715733123432,38.8484527505973,1616,Ward 8,"3301 23rd Street Southeast, Washington, District of Columbia 20020",3301 23rd St SE,Pipeline,OP,130,38.84844497,-76.97157104,0,0,130,0,0,19-19,319271,402467.82,131182.69,3301 23RD STREET SE,2020/08/31 04:00:41+00
-77.0286864700905,38.936308636307,1617,Ward 4,"1125 Spring Road Northwest, Washington, District of Columbia 20010",Spring Flats Family - Affordable,Pipeline,DCHFA DHCD,58,38.93630084,-77.02868418,9,49,0,0,0,,283920,397513.09,140935.39,1125 SPRING ROAD NW,2020/08/31 04:00:41+00
-77.032412428653,38.9362947805355,1618,Ward 1,"3601 14th Street Northwest, Washington, District of Columbia 20010",3601 14th ST NW,Under Construction,DHCD,1,38.93628732,-77.03241013,0,1,0,0,0,,230181,397190.05,140933.96,3601 14TH STREET NW,2020/08/31 04:00:41+00
-76.9908172865235,38.936007045684,1619,Ward 5,"1201 Perry Street Northeast, Washington, District of Columbia 20017",1201 Perry ST NE,Under Construction,DHCD,1,38.93598615,-76.99071016,0,0,1,0,0,,72105,400796.34,140901.56,1201 PERRY STREET NE,2020/08/31 04:00:41+00
-77.0267575417576,38.9078056746531,1620,Ward 2,"1313 11th Street Northwest, Washington, District of Columbia 20001",1313 11th ST NW,Under Construction,DHCD,1,38.90779822,-77.02675525,0,0,0,1,0,,239301,397679.4,137771.27,1313 11TH STREET NW,2020/08/31 04:00:41+00
-76.9358475446096,38.9127988672992,1621,Ward 7,"1650 Kenilworth Avenue Northeast, Washington, District of Columbia 20019",1650 Kenilworth Ave NE,Under Construction,DHCD,13,38.91279107,-76.93584528,0,0,13,0,0,,320174,405564.03,138327.17,1650 KENILWORTH AVENUE NE,2020/08/31 04:00:41+00
-77.0171801348106,38.8819513858521,1622,Ward 6,"600 4th Street Southwest, Washington, District of Columbia 20024",The Kiley,Under Construction,DHCD,19,38.8819436,-77.01717785,0,10,0,9,0,,318962,398509.55,134901.04,600 4TH STREET SW,2020/08/31 04:00:41+00
-76.9935376529737,38.9237458331919,1623,Ward 5,"2607 Reed Street Northeast, Washington, District of Columbia 20018",2607 Reed St. NE,Under Construction,DHCD,26,38.92373804,-76.99353537,0,1,25,0,0,,,400560.580382809,139540.439731816,,2020/08/31 04:00:41+00
-76.9979268920511,38.9108965111726,1624,Ward 5,"401 New York Avenue Northeast, Washington, District of Columbia 20002",401 New York Ave & 1348 4th St NE,Pipeline,OP,37,38.91088905,-76.99792461,0,0,37,0,0,19-29,302556,400180,138114.04,401 NEW YORK AVENUE NE,2020/08/31 04:00:41+00
-77.0230529203403,38.9296375211836,1625,Ward 1,"3117 Georgia Avenue Northwest, Washington, District of Columbia 20010",3117 Georgia Ave NW,Under Construction,DHCD,1,38.92963006,-77.02305063,0,0,0,1,0,,229226,398001.33,140194.7,3117 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0326795149881,38.9208602811502,1626,Ward 1,"1417 Belmont Street Northwest, Washington, District of Columbia 20009",1417 Belmont ST NW,Pipeline,DHCD,4,38.92085249,-77.03267722,0,0,0,4,0,,,397166.280303987,139220.606571928,,2020/08/31 04:00:41+00
